attempt_no,variant_id,geometry_id,history_mode,minimum_cell_rows,prior_strength,lcb_z,minimum_lcb_r,minimum_action_gap_r,maximum_trades_per_utc_day,regime_owner,schema_id
22120,000bef661ab4fb88,C_G1_BALANCED,ROLLING_4Y,96,128.0,1.0,0.01,0.0,4,CHOP,C01_SESSION_VWAP
22121,000dc149b7a4afb5,C_G2_ROTATION,ROLLING_4Y,160,128.0,1.5,0.01,0.0,6,CHOP,C01_SESSION_VWAP
22122,000e99aa130dbb9e,C_G3_EXTENDED,ROLLING_4Y,48,128.0,0.5,0.05,0.03,4,CHOP,C01_SESSION_VWAP
22123,001058026597101d,C_G1_BALANCED,ROLLING_4Y,160,64.0,1.0,0.05,0.0,4,CHOP,C01_SESSION_VWAP
22124,00118cf972feb3f4,C_G3_EXTENDED,ROLLING_4Y,160,24.0,2.0,0.05,0.0,4,CHOP,C01_SESSION_VWAP
22125,001259165e6579d3,C_G2_ROTATION,ROLLING_4Y,160,24.0,1.0,0.01,0.03,4,CHOP,C01_SESSION_VWAP
22126,0013ea326d861975,C_G2_ROTATION,ROLLING_8Y,48,64.0,0.5,0.01,0.0,2,CHOP,C01_SESSION_VWAP
22127,001929c59c90bb7b,C_G1_BALANCED,ROLLING_8Y,96,24.0,1.5,0.025,0.01,4,CHOP,C01_SESSION_VWAP
22128,001c5348834f3943,C_G2_ROTATION,EXPANDING,160,24.0,1.5,0.01,0.0,4,CHOP,C01_SESSION_VWAP
22129,0025a5d039d566e0,C_G2_ROTATION,ROLLING_4Y,96,24.0,0.5,0.01,0.03,4,CHOP,C01_SESSION_VWAP
22130,0028f802cba12b4e,C_G3_EXTENDED,ROLLING_8Y,96,64.0,0.5,0.025,0.03,4,CHOP,C01_SESSION_VWAP
22131,002ba422a348a318,C_G2_ROTATION,ROLLING_4Y,160,24.0,1.5,0.0,0.0,4,CHOP,C01_SESSION_VWAP
22132,002fc8db68e398bb,C_G2_ROTATION,ROLLING_4Y,96,24.0,1.5,0.0,0.0,4,CHOP,C01_SESSION_VWAP
22133,0030d541c7e5c283,C_G3_EXTENDED,ROLLING_8Y,96,24.0,1.0,0.0,0.03,6,CHOP,C01_SESSION_VWAP
22134,003b8f534da54105,C_G2_ROTATION,ROLLING_4Y,96,128.0,0.5,0.05,0.03,4,CHOP,C01_SESSION_VWAP
22135,003e5fb830f9ac70,C_G3_EXTENDED,ROLLING_8Y,24,128.0,1.0,0.0,0.01,4,CHOP,C01_SESSION_VWAP
22136,004621f30d76c8a5,C_G2_ROTATION,EXPANDING,48,128.0,1.0,0.01,0.01,4,CHOP,C01_SESSION_VWAP
22137,00473a54eee1509c,C_G2_ROTATION,ROLLING_8Y,24,128.0,2.0,0.05,0.03,6,CHOP,C01_SESSION_VWAP
22138,005109e61368eb4a,C_G3_EXTENDED,ROLLING_8Y,48,64.0,1.0,0.0,0.01,6,CHOP,C01_SESSION_VWAP
22139,00525a0c4f4bbc3a,C_G1_BALANCED,ROLLING_4Y,160,128.0,0.5,0.0,0.03,2,CHOP,C01_SESSION_VWAP
22140,00539010dec7c0bb,C_G2_ROTATION,EXPANDING,160,64.0,0.5,0.0,0.03,2,CHOP,C01_SESSION_VWAP
22141,0054ab24c8a3173b,C_G3_EXTENDED,ROLLING_8Y,24,24.0,0.5,0.05,0.0,6,CHOP,C01_SESSION_VWAP
22142,0054d7f0b957de01,C_G3_EXTENDED,ROLLING_4Y,24,24.0,0.5,0.01,0.03,2,CHOP,C01_SESSION_VWAP
22143,0057a9fbcc4d751f,C_G2_ROTATION,ROLLING_8Y,24,24.0,1.0,0.025,0.01,4,CHOP,C01_SESSION_VWAP
22144,005870feb89c21f1,C_G3_EXTENDED,EXPANDING,96,24.0,2.0,0.0,0.03,6,CHOP,C01_SESSION_VWAP
22145,0064541b3e7b658b,C_G1_BALANCED,ROLLING_8Y,96,64.0,2.0,0.0,0.03,4,CHOP,C01_SESSION_VWAP
22146,006520bf6ee502c4,C_G3_EXTENDED,ROLLING_4Y,24,24.0,0.5,0.0,0.01,2,CHOP,C01_SESSION_VWAP
22147,0069d72003197ee9,C_G3_EXTENDED,ROLLING_8Y,96,24.0,1.0,0.01,0.03,2,CHOP,C01_SESSION_VWAP
22148,006e64139e97dba6,C_G3_EXTENDED,EXPANDING,160,24.0,1.0,0.0,0.03,6,CHOP,C01_SESSION_VWAP
22149,00720e2ab185cf94,C_G1_BALANCED,EXPANDING,96,24.0,2.0,0.05,0.03,6,CHOP,C01_SESSION_VWAP
22150,007367502f70f4cc,C_G2_ROTATION,ROLLING_8Y,48,64.0,1.5,0.025,0.01,4,CHOP,C01_SESSION_VWAP
22151,0073c40718edc6cd,C_G1_BALANCED,ROLLING_8Y,48,128.0,1.0,0.025,0.03,2,CHOP,C01_SESSION_VWAP
22152,008776b05cbbae74,C_G2_ROTATION,EXPANDING,48,128.0,0.5,0.05,0.03,2,CHOP,C01_SESSION_VWAP
22153,008a7c3f4a30dc41,C_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.025,0.0,4,CHOP,C01_SESSION_VWAP
22154,008ba587f5a222ca,C_G2_ROTATION,EXPANDING,24,64.0,1.0,0.0,0.01,6,CHOP,C01_SESSION_VWAP
22155,0094ab815d1b52c7,C_G1_BALANCED,EXPANDING,160,128.0,1.0,0.0,0.03,4,CHOP,C01_SESSION_VWAP
22156,0098e80ebe562782,C_G1_BALANCED,ROLLING_4Y,160,64.0,1.0,0.0,0.0,4,CHOP,C01_SESSION_VWAP
22157,009a62f107a383d3,C_G2_ROTATION,EXPANDING,24,24.0,2.0,0.05,0.01,2,CHOP,C01_SESSION_VWAP
22158,009e8c6509857474,C_G1_BALANCED,ROLLING_4Y,24,24.0,1.5,0.025,0.03,6,CHOP,C01_SESSION_VWAP
22159,00a3f68995b0c200,C_G1_BALANCED,EXPANDING,48,128.0,1.0,0.01,0.01,2,CHOP,C01_SESSION_VWAP
22160,00a4d76747b9317f,C_G2_ROTATION,ROLLING_4Y,24,24.0,2.0,0.01,0.01,4,CHOP,C01_SESSION_VWAP
22161,00a8a2657677c6b4,C_G2_ROTATION,ROLLING_4Y,96,128.0,2.0,0.01,0.0,6,CHOP,C01_SESSION_VWAP
22162,00a8a629b45ea990,C_G3_EXTENDED,ROLLING_8Y,96,128.0,1.5,0.025,0.03,6,CHOP,C01_SESSION_VWAP
22163,00acd1440d24cf37,C_G2_ROTATION,ROLLING_8Y,96,128.0,1.0,0.025,0.01,4,CHOP,C01_SESSION_VWAP
22164,00adbcc47a07335a,C_G3_EXTENDED,ROLLING_8Y,96,64.0,2.0,0.01,0.0,2,CHOP,C01_SESSION_VWAP
22165,00b7607ca7d51cf4,C_G2_ROTATION,ROLLING_4Y,160,64.0,1.0,0.05,0.0,4,CHOP,C01_SESSION_VWAP
22166,00c0d134b50227d5,C_G1_BALANCED,ROLLING_4Y,160,24.0,0.5,0.01,0.0,6,CHOP,C01_SESSION_VWAP
22167,00c9a33491fc21f8,C_G2_ROTATION,ROLLING_8Y,48,64.0,0.5,0.01,0.01,4,CHOP,C01_SESSION_VWAP
22168,00e7f57af0792e72,C_G3_EXTENDED,ROLLING_4Y,160,64.0,1.0,0.01,0.03,6,CHOP,C01_SESSION_VWAP
22169,00e8343cdcc758fd,C_G2_ROTATION,EXPANDING,48,128.0,1.0,0.05,0.0,6,CHOP,C01_SESSION_VWAP
22170,0004f3c63ee14d2d,C_G3_EXTENDED,ROLLING_8Y,160,128.0,2.0,0.025,0.0,2,CHOP,C02_SESSION_LOCATION_CANDLE
22171,0005c689c8ef251a,C_G3_EXTENDED,ROLLING_8Y,160,64.0,0.5,0.0,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22172,0006ed437e25b589,C_G2_ROTATION,ROLLING_4Y,96,64.0,0.5,0.05,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22173,000c8436e2097c8c,C_G3_EXTENDED,ROLLING_4Y,48,24.0,1.5,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22174,000eeac6d962c228,C_G2_ROTATION,ROLLING_8Y,24,64.0,1.0,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22175,000f87af69d99290,C_G1_BALANCED,EXPANDING,160,128.0,1.5,0.025,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22176,000fae74449a760f,C_G1_BALANCED,ROLLING_4Y,160,64.0,1.5,0.025,0.0,6,CHOP,C02_SESSION_LOCATION_CANDLE
22177,001354932b1844d2,C_G2_ROTATION,ROLLING_4Y,48,128.0,1.0,0.05,0.0,6,CHOP,C02_SESSION_LOCATION_CANDLE
22178,00176e1b3eaf880d,C_G3_EXTENDED,EXPANDING,24,24.0,1.5,0.01,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22179,00187e443289d862,C_G2_ROTATION,ROLLING_8Y,24,24.0,1.0,0.0,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22180,002008526141608a,C_G3_EXTENDED,ROLLING_4Y,48,64.0,0.5,0.01,0.0,2,CHOP,C02_SESSION_LOCATION_CANDLE
22181,0022f83ff5cdc82a,C_G3_EXTENDED,EXPANDING,160,64.0,2.0,0.05,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22182,0027fbfc2efe502a,C_G2_ROTATION,EXPANDING,96,128.0,1.0,0.0,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22183,0028045dbd08c92d,C_G3_EXTENDED,ROLLING_4Y,48,128.0,2.0,0.01,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22184,002b1eee5cf14dcb,C_G2_ROTATION,EXPANDING,96,24.0,2.0,0.0,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22185,002b6c86a32cf27c,C_G2_ROTATION,EXPANDING,160,24.0,1.0,0.0,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22186,002bf4515e85506d,C_G1_BALANCED,ROLLING_8Y,24,128.0,2.0,0.05,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22187,00312f3f6c4b640c,C_G3_EXTENDED,ROLLING_4Y,24,24.0,0.5,0.01,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22188,00368b28997b2fbd,C_G3_EXTENDED,ROLLING_8Y,48,128.0,1.5,0.025,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22189,003d000d8c49e7e2,C_G1_BALANCED,ROLLING_8Y,48,64.0,1.0,0.01,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22190,0042635108cba872,C_G3_EXTENDED,EXPANDING,96,128.0,1.5,0.05,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22191,0042b406965d0c91,C_G2_ROTATION,EXPANDING,160,128.0,1.0,0.0,0.01,6,CHOP,C02_SESSION_LOCATION_CANDLE
22192,00444e8c441502a8,C_G2_ROTATION,ROLLING_4Y,96,24.0,1.5,0.01,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22193,004ac62bcdf0a2ed,C_G1_BALANCED,ROLLING_8Y,96,24.0,2.0,0.0,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22194,004fcedb89767d8e,C_G3_EXTENDED,ROLLING_8Y,24,24.0,0.5,0.025,0.01,6,CHOP,C02_SESSION_LOCATION_CANDLE
22195,0053731530d023bf,C_G1_BALANCED,EXPANDING,160,128.0,2.0,0.0,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22196,0055b4b3797e1dfa,C_G3_EXTENDED,ROLLING_8Y,24,64.0,2.0,0.05,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22197,005a5360a4537d70,C_G2_ROTATION,EXPANDING,24,64.0,1.0,0.05,0.0,2,CHOP,C02_SESSION_LOCATION_CANDLE
22198,005c5780ca95a00e,C_G1_BALANCED,ROLLING_8Y,96,64.0,2.0,0.0,0.0,6,CHOP,C02_SESSION_LOCATION_CANDLE
22199,005fed0f95d5c37e,C_G1_BALANCED,ROLLING_4Y,160,24.0,2.0,0.05,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22200,006604e111174b3b,C_G2_ROTATION,EXPANDING,24,128.0,1.0,0.0,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22201,006a0fb3b4d699dc,C_G2_ROTATION,EXPANDING,96,128.0,0.5,0.025,0.0,4,CHOP,C02_SESSION_LOCATION_CANDLE
22202,006e43690c1c3120,C_G3_EXTENDED,EXPANDING,24,128.0,1.0,0.05,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22203,0074300cc7baf970,C_G2_ROTATION,ROLLING_8Y,24,128.0,1.0,0.01,0.03,4,CHOP,C02_SESSION_LOCATION_CANDLE
22204,00758b157d74fd0f,C_G2_ROTATION,ROLLING_4Y,96,64.0,1.0,0.025,0.01,6,CHOP,C02_SESSION_LOCATION_CANDLE
22205,0076d7293857e51e,C_G1_BALANCED,ROLLING_4Y,48,64.0,0.5,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22206,0078566ec9341c65,C_G3_EXTENDED,ROLLING_8Y,24,128.0,2.0,0.05,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22207,007d393061e42486,C_G3_EXTENDED,EXPANDING,96,64.0,1.0,0.0,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22208,008b69a2b117fd2d,C_G1_BALANCED,ROLLING_4Y,160,64.0,0.5,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22209,0092159424a5042e,C_G2_ROTATION,EXPANDING,96,128.0,1.0,0.01,0.0,6,CHOP,C02_SESSION_LOCATION_CANDLE
22210,00945b21dca7243b,C_G1_BALANCED,ROLLING_4Y,48,24.0,0.5,0.0,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22211,00a38d4330945fd5,C_G1_BALANCED,ROLLING_4Y,48,24.0,2.0,0.025,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22212,00a4f90a79bf940b,C_G1_BALANCED,ROLLING_8Y,160,128.0,1.0,0.025,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22213,00a74a9fc3a9b271,C_G3_EXTENDED,ROLLING_8Y,96,64.0,2.0,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22214,00b09bca494c3a48,C_G1_BALANCED,ROLLING_4Y,48,128.0,1.0,0.01,0.0,6,CHOP,C02_SESSION_LOCATION_CANDLE
22215,00b3cc8a976bebfe,C_G2_ROTATION,ROLLING_4Y,96,64.0,1.5,0.01,0.03,6,CHOP,C02_SESSION_LOCATION_CANDLE
22216,00bee545903b1d45,C_G3_EXTENDED,ROLLING_4Y,48,24.0,2.0,0.0,0.01,4,CHOP,C02_SESSION_LOCATION_CANDLE
22217,00c060c0981cfeba,C_G1_BALANCED,ROLLING_4Y,24,128.0,2.0,0.01,0.01,6,CHOP,C02_SESSION_LOCATION_CANDLE
22218,00ccaae7ec0b041d,C_G2_ROTATION,EXPANDING,160,128.0,1.0,0.01,0.03,2,CHOP,C02_SESSION_LOCATION_CANDLE
22219,00d65d26d6d5bd54,C_G3_EXTENDED,ROLLING_8Y,96,24.0,1.5,0.025,0.01,2,CHOP,C02_SESSION_LOCATION_CANDLE
22220,000284274f6ef020,C_G1_BALANCED,EXPANDING,24,64.0,1.5,0.01,0.01,2,CHOP,C03_MOMENTUM_VWAP
22221,0002a8b1399aaf51,C_G1_BALANCED,ROLLING_4Y,24,128.0,0.5,0.025,0.0,4,CHOP,C03_MOMENTUM_VWAP
22222,00069c8a284f4062,C_G3_EXTENDED,ROLLING_8Y,48,128.0,1.0,0.025,0.03,2,CHOP,C03_MOMENTUM_VWAP
22223,00077d906dc36a02,C_G1_BALANCED,EXPANDING,160,128.0,1.5,0.05,0.03,6,CHOP,C03_MOMENTUM_VWAP
22224,000ab6c4b11079b9,C_G1_BALANCED,ROLLING_4Y,24,24.0,1.5,0.01,0.0,6,CHOP,C03_MOMENTUM_VWAP
22225,000e520dc0d1269a,C_G3_EXTENDED,ROLLING_8Y,24,64.0,0.5,0.025,0.01,6,CHOP,C03_MOMENTUM_VWAP
22226,000fa6a3cceecad6,C_G2_ROTATION,EXPANDING,48,24.0,1.0,0.01,0.01,6,CHOP,C03_MOMENTUM_VWAP
22227,0011030ae4cfc1cc,C_G3_EXTENDED,EXPANDING,160,24.0,1.5,0.0,0.0,4,CHOP,C03_MOMENTUM_VWAP
22228,001161f84fe8fd51,C_G1_BALANCED,EXPANDING,96,64.0,1.5,0.01,0.03,4,CHOP,C03_MOMENTUM_VWAP
22229,00155846b269a1f4,C_G3_EXTENDED,EXPANDING,24,128.0,1.0,0.05,0.0,4,CHOP,C03_MOMENTUM_VWAP
22230,001beb0e51e7ed52,C_G3_EXTENDED,ROLLING_8Y,96,24.0,2.0,0.0,0.03,4,CHOP,C03_MOMENTUM_VWAP
22231,001d517973477776,C_G1_BALANCED,ROLLING_4Y,48,128.0,1.0,0.01,0.01,4,CHOP,C03_MOMENTUM_VWAP
22232,001dd247b361af42,C_G3_EXTENDED,ROLLING_8Y,48,24.0,0.5,0.05,0.0,6,CHOP,C03_MOMENTUM_VWAP
22233,0021c0ef30f6606c,C_G2_ROTATION,ROLLING_4Y,96,24.0,1.0,0.0,0.03,6,CHOP,C03_MOMENTUM_VWAP
22234,0029e201c1e69474,C_G3_EXTENDED,ROLLING_8Y,24,128.0,1.5,0.05,0.01,2,CHOP,C03_MOMENTUM_VWAP
22235,002bfd6b82eafac2,C_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.01,0.03,2,CHOP,C03_MOMENTUM_VWAP
22236,002d7e345d51e489,C_G3_EXTENDED,ROLLING_4Y,96,24.0,0.5,0.01,0.0,4,CHOP,C03_MOMENTUM_VWAP
22237,0034364809d7c763,C_G3_EXTENDED,EXPANDING,96,128.0,0.5,0.05,0.01,4,CHOP,C03_MOMENTUM_VWAP
22238,0036da7bd68d993e,C_G2_ROTATION,ROLLING_8Y,160,64.0,2.0,0.025,0.03,6,CHOP,C03_MOMENTUM_VWAP
22239,0038ba61f4eae2ac,C_G1_BALANCED,EXPANDING,48,64.0,0.5,0.05,0.01,2,CHOP,C03_MOMENTUM_VWAP
22240,0039580bd30f5ef4,C_G2_ROTATION,ROLLING_4Y,160,24.0,1.5,0.05,0.03,4,CHOP,C03_MOMENTUM_VWAP
22241,003f4856a2e99b48,C_G3_EXTENDED,ROLLING_8Y,24,128.0,1.0,0.025,0.0,6,CHOP,C03_MOMENTUM_VWAP
22242,003ffea35b1ea916,C_G1_BALANCED,ROLLING_8Y,24,128.0,2.0,0.025,0.03,6,CHOP,C03_MOMENTUM_VWAP
22243,0044c19bf20245d6,C_G2_ROTATION,ROLLING_8Y,48,128.0,0.5,0.0,0.03,6,CHOP,C03_MOMENTUM_VWAP
22244,0048660552ef67e3,C_G3_EXTENDED,EXPANDING,96,64.0,0.5,0.01,0.03,4,CHOP,C03_MOMENTUM_VWAP
22245,004eca6f57c73715,C_G3_EXTENDED,ROLLING_8Y,96,128.0,0.5,0.01,0.0,2,CHOP,C03_MOMENTUM_VWAP
22246,005bad8638aea4fc,C_G2_ROTATION,EXPANDING,160,128.0,1.0,0.01,0.03,6,CHOP,C03_MOMENTUM_VWAP
22247,00681dd314963d68,C_G2_ROTATION,ROLLING_4Y,96,24.0,1.0,0.05,0.0,2,CHOP,C03_MOMENTUM_VWAP
22248,00709e37ba2e383d,C_G1_BALANCED,ROLLING_4Y,24,24.0,2.0,0.05,0.03,6,CHOP,C03_MOMENTUM_VWAP
22249,007282c1ac68d15d,C_G2_ROTATION,ROLLING_4Y,48,128.0,1.5,0.0,0.0,4,CHOP,C03_MOMENTUM_VWAP
22250,007660156cb25e85,C_G1_BALANCED,ROLLING_4Y,160,24.0,1.5,0.01,0.03,6,CHOP,C03_MOMENTUM_VWAP
22251,007a8dea4e95a1e3,C_G2_ROTATION,ROLLING_8Y,160,24.0,2.0,0.01,0.03,6,CHOP,C03_MOMENTUM_VWAP
22252,008760b900b297f6,C_G2_ROTATION,EXPANDING,24,24.0,1.5,0.0,0.03,4,CHOP,C03_MOMENTUM_VWAP
22253,0087e2ed52c9310d,C_G1_BALANCED,EXPANDING,48,64.0,0.5,0.0,0.01,6,CHOP,C03_MOMENTUM_VWAP
22254,0091001e24764439,C_G2_ROTATION,EXPANDING,24,128.0,1.5,0.01,0.01,2,CHOP,C03_MOMENTUM_VWAP
22255,0097fe9e307e1de6,C_G2_ROTATION,ROLLING_8Y,160,128.0,2.0,0.01,0.01,4,CHOP,C03_MOMENTUM_VWAP
22256,009c20dcb657f4c5,C_G1_BALANCED,EXPANDING,24,128.0,1.0,0.01,0.03,6,CHOP,C03_MOMENTUM_VWAP
22257,009d10dbb7e4f1fa,C_G2_ROTATION,ROLLING_8Y,24,128.0,1.5,0.05,0.03,6,CHOP,C03_MOMENTUM_VWAP
22258,00a20f214a58986c,C_G1_BALANCED,EXPANDING,96,24.0,2.0,0.0,0.0,2,CHOP,C03_MOMENTUM_VWAP
22259,00a8c598f799b95a,C_G2_ROTATION,ROLLING_8Y,160,24.0,0.5,0.0,0.03,6,CHOP,C03_MOMENTUM_VWAP
22260,00ac07cc0660a079,C_G3_EXTENDED,EXPANDING,24,128.0,2.0,0.05,0.03,6,CHOP,C03_MOMENTUM_VWAP
22261,00b8960bd9a9dca8,C_G1_BALANCED,EXPANDING,24,128.0,0.5,0.0,0.03,2,CHOP,C03_MOMENTUM_VWAP
22262,00bd27cb47392304,C_G2_ROTATION,EXPANDING,24,64.0,0.5,0.01,0.01,6,CHOP,C03_MOMENTUM_VWAP
22263,00bd97a1bee61f67,C_G3_EXTENDED,EXPANDING,160,64.0,0.5,0.0,0.0,2,CHOP,C03_MOMENTUM_VWAP
22264,00c2fe6f99517b27,C_G2_ROTATION,ROLLING_8Y,160,24.0,1.0,0.05,0.01,4,CHOP,C03_MOMENTUM_VWAP
22265,00c506578577fb32,C_G2_ROTATION,EXPANDING,160,128.0,1.5,0.05,0.01,4,CHOP,C03_MOMENTUM_VWAP
22266,00c7b10ade98a70b,C_G1_BALANCED,EXPANDING,48,128.0,1.0,0.025,0.0,6,CHOP,C03_MOMENTUM_VWAP
22267,00cb51ab797b7c6a,C_G3_EXTENDED,ROLLING_4Y,48,128.0,2.0,0.0,0.01,4,CHOP,C03_MOMENTUM_VWAP
22268,00ccf7a1712790e2,C_G1_BALANCED,EXPANDING,24,24.0,0.5,0.025,0.0,4,CHOP,C03_MOMENTUM_VWAP
22269,00cfba7b32ab8bbc,C_G2_ROTATION,ROLLING_4Y,24,128.0,0.5,0.0,0.03,4,CHOP,C03_MOMENTUM_VWAP
22270,00004eb1197f9f3d,C_G3_EXTENDED,ROLLING_4Y,96,128.0,2.0,0.05,0.01,4,CHOP,C04_H4_STATE_VWAP
22271,000151bd22cf6e0f,C_G1_BALANCED,EXPANDING,96,24.0,1.5,0.0,0.03,4,CHOP,C04_H4_STATE_VWAP
22272,0006d14835735058,C_G2_ROTATION,EXPANDING,96,24.0,1.5,0.0,0.0,2,CHOP,C04_H4_STATE_VWAP
22273,0009162c47f3f6d7,C_G1_BALANCED,ROLLING_8Y,160,128.0,2.0,0.025,0.01,6,CHOP,C04_H4_STATE_VWAP
22274,000c4ae46764d149,C_G1_BALANCED,ROLLING_4Y,160,24.0,1.0,0.05,0.01,2,CHOP,C04_H4_STATE_VWAP
22275,000dcc4dde2df6b9,C_G2_ROTATION,ROLLING_8Y,48,24.0,1.0,0.05,0.0,4,CHOP,C04_H4_STATE_VWAP
22276,0020525aee394fdf,C_G3_EXTENDED,ROLLING_4Y,160,64.0,1.0,0.05,0.01,6,CHOP,C04_H4_STATE_VWAP
22277,002940b1e20aa4bf,C_G1_BALANCED,EXPANDING,48,64.0,2.0,0.05,0.01,6,CHOP,C04_H4_STATE_VWAP
22278,00295ef2b5661a38,C_G3_EXTENDED,ROLLING_4Y,160,128.0,1.5,0.01,0.0,2,CHOP,C04_H4_STATE_VWAP
22279,002a3fd1f19c06f2,C_G3_EXTENDED,EXPANDING,160,128.0,2.0,0.0,0.01,2,CHOP,C04_H4_STATE_VWAP
22280,002d40e8480173cf,C_G2_ROTATION,ROLLING_8Y,96,64.0,0.5,0.025,0.03,6,CHOP,C04_H4_STATE_VWAP
22281,0030c32c462c6000,C_G3_EXTENDED,ROLLING_4Y,160,24.0,2.0,0.05,0.01,6,CHOP,C04_H4_STATE_VWAP
22282,00360ac4b7222dd4,C_G3_EXTENDED,EXPANDING,24,24.0,0.5,0.05,0.03,4,CHOP,C04_H4_STATE_VWAP
22283,0039df45d2b56f4e,C_G3_EXTENDED,EXPANDING,24,24.0,2.0,0.025,0.0,6,CHOP,C04_H4_STATE_VWAP
22284,003dd19f3b75081e,C_G3_EXTENDED,EXPANDING,160,128.0,1.0,0.01,0.01,4,CHOP,C04_H4_STATE_VWAP
22285,003fa010fef28b34,C_G1_BALANCED,ROLLING_4Y,48,64.0,1.5,0.01,0.03,2,CHOP,C04_H4_STATE_VWAP
22286,0040bf053b92f90a,C_G2_ROTATION,ROLLING_4Y,24,64.0,1.5,0.025,0.03,2,CHOP,C04_H4_STATE_VWAP
22287,004b0f0a505e8c6f,C_G2_ROTATION,ROLLING_4Y,24,128.0,2.0,0.01,0.03,6,CHOP,C04_H4_STATE_VWAP
22288,005560339231cebb,C_G3_EXTENDED,ROLLING_4Y,24,24.0,1.0,0.025,0.03,2,CHOP,C04_H4_STATE_VWAP
22289,00558e986dfaaabd,C_G1_BALANCED,ROLLING_8Y,96,128.0,1.0,0.05,0.0,4,CHOP,C04_H4_STATE_VWAP
22290,0056a46b04ce886b,C_G1_BALANCED,ROLLING_8Y,48,64.0,2.0,0.01,0.0,4,CHOP,C04_H4_STATE_VWAP
22291,0057d819ff317ccf,C_G2_ROTATION,EXPANDING,96,64.0,0.5,0.05,0.03,2,CHOP,C04_H4_STATE_VWAP
22292,0062cdf98744665f,C_G3_EXTENDED,EXPANDING,24,128.0,1.0,0.0,0.03,6,CHOP,C04_H4_STATE_VWAP
22293,0064da60bc29107d,C_G1_BALANCED,ROLLING_4Y,160,128.0,1.5,0.01,0.0,4,CHOP,C04_H4_STATE_VWAP
22294,0067d36200cb76b3,C_G2_ROTATION,EXPANDING,96,24.0,0.5,0.025,0.01,2,CHOP,C04_H4_STATE_VWAP
22295,00684a3d491a10d2,C_G3_EXTENDED,ROLLING_8Y,96,64.0,2.0,0.0,0.0,2,CHOP,C04_H4_STATE_VWAP
22296,006ecdbf743f74c4,C_G3_EXTENDED,ROLLING_8Y,48,64.0,0.5,0.05,0.03,4,CHOP,C04_H4_STATE_VWAP
22297,0070c5767223822a,C_G2_ROTATION,ROLLING_8Y,96,24.0,1.5,0.025,0.01,2,CHOP,C04_H4_STATE_VWAP
22298,0070fd825d1ee36b,C_G1_BALANCED,EXPANDING,96,128.0,0.5,0.025,0.0,2,CHOP,C04_H4_STATE_VWAP
22299,007386d535edb635,C_G1_BALANCED,EXPANDING,160,128.0,1.0,0.01,0.0,6,CHOP,C04_H4_STATE_VWAP
22300,007cbc8ff04d6b1e,C_G3_EXTENDED,EXPANDING,96,64.0,2.0,0.01,0.03,4,CHOP,C04_H4_STATE_VWAP
22301,00829a53afe0b68d,C_G3_EXTENDED,ROLLING_8Y,96,64.0,2.0,0.05,0.01,4,CHOP,C04_H4_STATE_VWAP
22302,0084c228bf74eae0,C_G2_ROTATION,ROLLING_8Y,96,128.0,2.0,0.01,0.01,6,CHOP,C04_H4_STATE_VWAP
22303,0086049d394aecae,C_G3_EXTENDED,ROLLING_4Y,24,64.0,0.5,0.025,0.01,4,CHOP,C04_H4_STATE_VWAP
